exporter,importer,trade_weight
SGP,SEN,0.00010930175924099762
SGP,SHN,7.53930227104524e-08
SGP,SLB,0.0002368165502910656
SGP,SLE,1.2786920185084532e-05
SGP,SLV,3.827133841567807e-05
SGP,SMR,6.602388087419358e-07
SGP,SOM,7.971373843936458e-06
SGP,SPM,8.54499034516951e-08
SGP,SRB,4.5402955433553545e-05
SGP,SSD,4.092738953537681e-06
SGP,STP,6.148817184614429e-07
SGP,SUR,2.0732050346513743e-05
SGP,SVK,0.00019725574888599588
SGP,SVN,0.00020719688904731668
SGP,SWE,0.0005819266387255772
SGP,SWZ,3.1844826748480245e-05
SGP,SYC,0.00017132896906637464
SGP,SYR,8.456860136213268e-05
SGP,TCA,3.810903577303743e-06
SGP,TCD,3.5183109820077534e-06
SGP,TGO,0.0002287818412581551
SGP,THA,0.02816608595240289
SGP,TJK,2.462510457095741e-06
SGP,TKL,7.622245722392051e-07
SGP,TKM,4.228685163741966e-05
SGP,TLS,0.00022092410660599018
SGP,TON,6.297620868132984e-05
SGP,TTO,0.00013140510679317965
SGP,TUN,0.00012579400462536493
SGP,TUR,0.0012043362801131155
SGP,TUV,9.382291177083151e-07
SGP,TWN,0.029488577247800317
SGP,TZA,0.000389455095343874
SGP,UGA,0.00016216057956610114
SGP,UKR,0.0002967571442094071
SGP,URY,6.636765667310697e-05
SGP,USA,0.0719436128754081
SGP,UZB,6.406606078835644e-05
SGP,VCT,8.232953807087287e-06
SGP,VEN,0.00017540914792722287
SGP,VGB,0.00014858777997542433
SGP,VNM,0.023264994661350964
SGP,VUT,6.243107970113031e-05
SGP,WLF,1.6704599489276878e-06
SGP,WSM,0.00012712462599753243
SGP,YEM,0.0002715741174370238
SGP,ZAF,0.003065056508350857
SGP,ZMB,0.00012964472396972474
SGP,ZWE,0.00117647080017989
SHN,AGO,3.533492758300926e-07
SHN,ALB,3.4404919168305506e-08
SHN,AND,3.0461062916754305e-09
SHN,ARE,8.982202549021702e-08
SHN,ARM,2.4217491014562427e-09
SHN,ATG,7.000368496396952e-11
SHN,AUS,1.6572321008522832e-06
SHN,AUT,1.0129362034104365e-07
SHN,AZE,1.6645741089540643e-08
SHN,BDI,2.366143471697025e-07
SHN,BEL,1.29683976386078e-07
SHN,BEN,3.0847502177670275e-08
SHN,BFA,2.3090494753025365e-08
SHN,BGD,1.4276305552658827e-07
SHN,BGR,6.103564532263936e-09
SHN,BHR,7.469979703016055e-07
SHN,BIH,1.6468784238836806e-08
SHN,BLR,9.018072305058152e-09
SHN,BLZ,9.248054381186027e-09
SHN,BMU,1.924155340766405e-09
SHN,BOL,4.693170879427205e-09
SHN,BRA,5.4734502822388325e-08
SHN,BRB,5.566579508845724e-07
SHN,BRN,8.243406902378787e-08
SHN,BWA,1.286554210148629e-10
SHN,CAN,6.683621877044735e-07
SHN,CHE,3.4586450186659604e-07
SHN,CIV,1.1138248474787479e-07
SHN,CMR,7.74868896874693e-08
SHN,COD,6.596428314239993e-08
SHN,COG,2.320716756129865e-08
SHN,COL,8.970877628558418e-09
SHN,COM,7.617611798630611e-08
SHN,CPV,5.07390492601822e-07
SHN,CRI,8.120427455820464e-09
SHN,CUB,3.4421631759760866e-09
SHN,CYP,3.882177329123488e-08
SHN,CZE,7.153856803551664e-07
SHN,DEU,2.873449455345827e-07
SHN,DNK,4.1735818577221517e-07
SHN,DOM,5.032697351463755e-09
SHN,ECU,7.929052517060854e-08
SHN,EGY,1.1705120657038505e-08
SHN,ESP,1.8378389052143457e-06
SHN,EST,5.403180817518564e-08
SHN,ETH,1.6126011028470308e-07
SHN,FIN,2.42564951467253e-08
SHN,FJI,1.1420985580169734e-07
SHN,FRA,8.104039782369546e-07
SHN,FSM,1.0397250009486434e-07
SHN,GBR,3.3516184169459902e-06
SHN,GEO,8.146915336617641e-09
SHN,GHA,1.3560785906029352e-07
SHN,GIN,1.1610773348294273e-08
SHN,GMB,2.044397706309022e-07
SHN,GRC,9.051807564351222e-08
SHN,GRD,3.5191041630536025e-10
SHN,GRL,3.450992469575146e-09
SHN,GTM,8.552936709408663e-08
SHN,HND,9.967011145680849e-09
SHN,HRV,1.133248842922515e-08
SHN,HUN,7.844142642036023e-08
SHN,IDN,1.0787306127458875e-06
SHN,IND,3.4332195745581107e-07
SHN,IRL,5.555546211130208e-07
SHN,IRN,4.5024478177339674e-07
SHN,ISR,1.513214790113049e-08
SHN,ITA,4.659178400823854e-07
SHN,JOR,2.9756106889252273e-07
SHN,JPN,1.2560209337008555e-05
SHN,KAZ,8.075965655910916e-08
SHN,KHM,5.019309619712266e-07
SHN,KNA,2.4463449907679075e-09
SHN,KOR,1.1028881046971288e-06
SHN,KWT,4.9228483258148876e-08
SHN,LBN,4.881535340306228e-07
SHN,LCA,5.411095648566292e-10
SHN,LKA,1.2749889821953677e-07
SHN,LSO,8.315302578828272e-09
SHN,LTU,1.4214532030656837e-08
SHN,LUX,2.9499300578285353e-09
SHN,MAR,9.022873338563278e-07
SHN,MDA,7.096860062158099e-09
SHN,MDG,2.0177143197250076e-08
SHN,MEX,9.37233509744383e-07
SHN,MKD,4.378608866472226e-09
SHN,MLI,3.364339259538664e-08
SHN,MLT,1.977168942190471e-08
SHN,MMR,1.3025535781470282e-06
SHN,MNE,5.038583547196461e-09
SHN,MOZ,3.627812588121203e-08
SHN,MRT,1.1152785276034501e-07
SHN,MUS,2.4222730375599232e-08
SHN,MWI,5.5308208697695356e-08
SHN,MYS,7.40555198724439e-08
SHN,MYT,2.004754178049246e-08
SHN,NAM,3.6981353289191735e-06
SHN,NCL,5.868200791466158e-09
SHN,NER,6.115484078622666e-08
SHN,NGA,5.566563291775849e-07
SHN,NIC,1.1413333525717215e-08
SHN,NLD,1.4144794944493098e-06
SHN,NOR,2.8425280078342648e-08
SHN,NPL,7.690112912355456e-08
SHN,NZL,3.060174742047705e-07
SHN,OMN,9.082206191548955e-06
SHN,PAK,2.5860290021510495e-07
SHN,PER,9.748430482295736e-09
SHN,PHL,4.973549913643657e-07
SHN,PLW,8.648860677724158e-08
SHN,PNG,2.8073899419653225e-07
SHN,POL,4.276488097224181e-07
SHN,PRT,6.722431793855995e-07
SHN,PYF,5.6163767247444196e-09
SHN,ROU,1.4922136846238582e-08
SHN,RUS,6.299354117823074e-08
SHN,RWA,2.3660110322930388e-08
SHN,SAU,6.769156325487382e-07
SHN,SCG,3.077267391441824e-07
SHN,SDN,2.2409333671772806e-06
SHN,SEN,6.779544710165338e-07
SHN,SGP,6.237397129980066e-07
SHN,SLV,4.8607964107800304e-09
SHN,SRB,1.4498114525885395e-07
SHN,STP,1.2108745507281214e-10
SHN,SVK,6.380193603145738e-08
SHN,SVN,3.822691314922316e-07
SHN,SWE,7.132447521052265e-08
SHN,SWZ,2.8642859099176605e-08
SHN,SYC,1.4682274370130808e-08
SHN,TGO,3.2605319933668684e-09
SHN,THA,3.001315285247402e-07
SHN,TLS,8.665321003648118e-10
SHN,TON,8.271408376364375e-08
SHN,TTO,2.327149527180608e-09
SHN,TUN,1.8175731537491905e-09
SHN,TUR,4.170683771940814e-08
SHN,TWN,5.765928140610389e-08
SHN,TZA,7.352979746179945e-06
SHN,UGA,4.5670309470919436e-08
SHN,UKR,8.91758653504981e-09
SHN,URY,7.70986530346421e-09
SHN,USA,2.4386747361981837e-05
SHN,VCT,4.301307500064135e-09
SHN,VEN,4.149205439422807e-06
SHN,VNM,1.074121406155264e-07
SHN,VUT,3.3614382059275454e-09
SHN,YEM,8.097458679186341e-07
SHN,ZAF,2.7558238716936317e-06
SHN,ZMB,5.8666871982777475e-08
SHN,ZWE,4.6069992672234e-08
SLB,AGO,3.78184502064675e-07
SLB,ALB,1.542152799883966e-06
SLB,AND,5.224734487243292e-08
SLB,ANT,8.703160833358372e-10
SLB,ARE,8.287010999481571e-07
SLB,ARG,1.0406142369468344e-07
SLB,ARM,1.1756835090975854e-08
SLB,ASM,6.712987603024144e-07
SLB,ATG,1.3627636271850802e-07
SLB,AUS,6.462953642785096e-05
SLB,AUT,1.2226949567330105e-06
SLB,AZE,1.720450924159539e-09
SLB,BEL,2.253246977522613e-06
SLB,BEN,3.727223226459998e-09
SLB,BGD,4.0537937278020155e-06
SLB,BGR,1.678259514032606e-07
SLB,BHR,1.8669944940060962e-07
SLB,BHS,1.0973550615973599e-10
SLB,BIH,1.3748471461392211e-09
SLB,BLR,5.776880669098746e-09
SLB,BLZ,5.853190992347757e-09
SLB,BMU,4.0223738981999785e-09
SLB,BOL,3.7083033116048717e-10
SLB,BRA,4.6444606986365505e-09
SLB,BRB,6.254923851104952e-09
SLB,BRN,4.483557333857505e-08
SLB,CAN,4.697058061933803e-07
SLB,CHE,1.6853650051797312e-05
SLB,CHL,1.861341223447384e-08
SLB,CHN,0.0007683436051699185
SLB,CIV,5.298837487092539e-09
SLB,CMR,1.9399219364790106e-09
SLB,COG,1.43094154036553e-07
SLB,COK,1.9642655602592743e-08
SLB,COL,1.487757316986443e-06
SLB,COM,8.515853676292615e-08
SLB,CPV,1.084111121198771e-09
SLB,CRI,2.378233297289451e-09
SLB,CUB,3.3034171337051558e-09
SLB,CYP,2.482217149333228e-08
SLB,CZE,6.170216689453569e-07
SLB,DEU,1.1882989147887547e-05
SLB,DNK,9.21936288677631e-08
SLB,DOM,1.3847323511768615e-07
SLB,ECU,1.6019003143368853e-06
SLB,EGY,1.212017313585371e-07
SLB,ESP,2.203592455621756e-05
SLB,EST,9.15116171322995e-07
SLB,ETH,7.449527275057663e-08
SLB,FIN,3.156863473237343e-07
SLB,FJI,7.035451820645579e-06
SLB,FRA,2.856673292976552e-06
SLB,FSM,2.9353793819772857e-07
SLB,GBR,3.28724243795178e-05
SLB,GHA,7.04804668183187e-08
SLB,GIN,9.985931060535976e-09
SLB,GMB,4.277414350447089e-09
SLB,GRC,5.873804526247795e-07
SLB,GRD,1.1730347210178677e-08
SLB,GTM,1.4029116865076593e-09
SLB,GUY,2.930051533954082e-07
SLB,HKG,9.988937207967476e-06
SLB,HRV,2.0302487633165296e-08
SLB,HUN,2.768607900495284e-07
SLB,IDN,9.767265707547332e-06
SLB,IND,6.096389495113597e-05
SLB,IRL,4.6363718785679e-07
SLB,IRQ,3.505860222655014e-09
SLB,ISL,7.979663289298319e-08
SLB,ISR,4.750664487356663e-08
SLB,ITA,8.832839163682902e-05
SLB,JOR,2.2764441553688682e-08
SLB,JPN,8.151300004181418e-05
SLB,KAZ,1.1408708657641518e-08
SLB,KEN,1.710192125882537e-08
SLB,KGZ,1.5041332309825884e-08
SLB,KIR,1.7153881351339724e-06
SLB,KOR,6.271113410343437e-05
SLB,KWT,5.740194053246328e-08
SLB,LBN,3.968463270224546e-08
SLB,LKA,6.248627303441165e-07
SLB,LSO,7.296654363028238e-08
SLB,LUX,1.4377621696708031e-08
SLB,LVA,3.7839829710253786e-11
SLB,MAC,2.277957748557278e-08
SLB,MAR,4.14346135327279e-09
SLB,MDA,2.3516508169179975e-08
SLB,MDG,1.8678918385392248e-06
SLB,MDV,1.8753419604401776e-08
SLB,MEX,1.5711910852036145e-06
SLB,MHL,9.848257146773502e-08
SLB,MKD,1.1105990019959487e-09
SLB,MLI,2.462994515840419e-08
SLB,MLT,1.909460873562257e-07
SLB,MMR,8.083533621852965e-08
SLB,MNE,3.9921020344317753e-10
SLB,MNG,1.9601031789911465e-09
SLB,MOZ,5.128312294503281e-07
SLB,MRT,3.0742572329883738e-06
SLB,MSR,1.5135931884101517e-11
SLB,MUS,3.648236744321112e-06
SLB,MWI,5.0130206400144226e-08
SLB,MYS,2.5785171036566798e-05
SLB,MYT,1.5533502361590586e-07
SLB,NAM,3.4512447351065476e-08
SLB,NCL,1.5710939629740248e-06
SLB,NER,3.0309703597913287e-09
SLB,NGA,7.618040650033994e-08
SLB,NIC,9.42155000040754e-08
SLB,NIU,1.1438980521409722e-08
SLB,NLD,1.7707191252893932e-05
SLB,NOR,6.332495502010973e-09
SLB,NPL,5.403527682624242e-08
SLB,NRU,1.2051649408673965e-06
SLB,NZL,1.0728238027148401e-05
SLB,OMN,4.856868276076775e-08
SLB,PAK,4.047783343850413e-07
SLB,PER,9.652940559085742e-08
SLB,PHL,5.260508172156533e-05
SLB,PLW,7.7382451757469e-10
SLB,PNG,4.608342581178113e-06
SLB,POL,1.8799016599202635e-07
SLB,PRK,9.47221753238957e-07
SLB,PRT,2.741382143018756e-07
SLB,PRY,1.407641665221441e-09
SLB,PSE,6.417635118859043e-09
SLB,PYF,2.390727648680446e-07
SLB,QAT,1.1503308231917153e-07
SLB,ROU,4.021314382968091e-08
SLB,RUS,9.978118248636976e-08
SLB,RWA,1.6636281132113077e-08
SLB,SAU,5.591515956624782e-07
SLB,SCG,1.272553473155835e-08
SLB,SDN,5.541441248641545e-07
SLB,SGP,1.1550518622457279e-05
SLB,SLV,6.723380942917893e-08
SLB,SRB,9.830863438383356e-08
SLB,SVK,5.727171746136042e-08
SLB,SVN,7.070082817957254e-08
SLB,SWE,6.542475023711454e-08
SLB,SWZ,8.141239362161103e-09
SLB,SYC,3.646498256411457e-09
SLB,SYR,7.995177619479523e-08
SLB,TGO,1.1386004759815366e-08
SLB,THA,6.452080371845835e-05
SLB,TLS,9.594288823034848e-08
SLB,TON,6.519977668289138e-07
SLB,TTO,1.3716181473372796e-08
SLB,TUN,2.1476310683968792e-07
SLB,TUR,1.8290701553428226e-06
SLB,TUV,2.1094569868575184e-07
SLB,TWN,2.025355406633232e-05
SLB,TZA,1.4273399994306076e-07
SLB,UGA,1.3668773572435804e-07
SLB,UKR,4.5351792704333374e-08
SLB,URY,9.189856723091655e-08
SLB,USA,1.0946582623417058e-05
SLB,VCT,3.992102034431775e-10
SLB,VEN,4.622778476212575e-07
SLB,VNM,1.8826604567938e-05
SLB,VUT,2.6308655597074175e-06
SLB,WLF,7.086643308136329e-08
SLB,WSM,1.100852543000579e-07
SLB,YEM,4.9074895593780476e-08
SLB,ZAF,4.2551014641946083e-07
SLB,ZMB,1.8958385348665655e-08
SLB,ZWE,5.248384380812201e-09
SLE,AFG,7.340926963789235e-10
SLE,AGO,3.9079525597944556e-07
SLE,AIA,2.9647506577983844e-08
SLE,ALB,1.6416633533921627e-07
SLE,AND,5.889794720954143e-08
SLE,ANT,1.2707277013723152e-07
SLE,ARE,6.108010554588933e-05
SLE,ARG,5.916349872559694e-07
SLE,ARM,7.69270494069061e-07
SLE,ATG,1.1980326585202037e-07
SLE,AUS,1.0903331243980282e-05
SLE,AUT,1.469063655205422e-05
SLE,AZE,1.0746469593456842e-07
SLE,BDI,3.3505066995668055e-08
SLE,BEL,0.00041613682580467437
SLE,BEN,4.413099600968623e-06
SLE,BFA,2.0466405991487144e-06
SLE,BGD,9.17774206511098e-06
SLE,BGR,2.567924363626953e-07
SLE,BHR,1.7697045078380624e-06
SLE,BHS,7.441833176349912e-10
SLE,BIH,3.309599741437259e-07
SLE,BLR,5.037484380997714e-06
SLE,BLZ,2.9224961812886015e-09
SLE,BMU,1.9392372157509206e-08
SLE,BOL,4.9445095261112455e-08
SLE,BRA,5.673997325435707e-07
SLE,BRB,1.137892330596959e-07
SLE,BRN,6.535100761659586e-08
SLE,BWA,1.06474816500412e-06
SLE,CAF,4.107267556154932e-07
SLE,CAN,1.3823474494204393e-05
SLE,CHE,3.7745534368209023e-06
SLE,CHL,9.310899243366688e-07
SLE,CHN,0.0007763214557937744
SLE,CIV,4.6301106054159564e-05
SLE,CMR,1.491347993408598e-06
SLE,COD,4.266428186554545e-07
SLE,COG,9.168086996061475e-06
SLE,COK,5.184056670304769e-10
SLE,COL,1.3118292248250938e-07
SLE,COM,8.672132172995964e-08
SLE,CPV,1.0171238112317047e-07
SLE,CRI,3.5112208651972998e-09
SLE,CUB,1.0674852460198284e-07
SLE,CYP,2.9178633248044093e-07
SLE,CZE,6.947801859041424e-06
SLE,DEU,6.200850007924268e-05
SLE,DMA,4.8767215733980884e-08
SLE,DNK,9.874277831806526e-07
SLE,DOM,1.8519511241669783e-07
SLE,DZA,7.010952519354142e-07
SLE,ECU,8.170281431463722e-08
SLE,EGY,1.4989890516712858e-06
SLE,ESP,1.676334591804624e-05
SLE,EST,2.2223506052048722e-06
SLE,ETH,6.565140180759572e-07
SLE,FIN,2.6257716248982068e-06
SLE,FJI,6.98502881158364e-08
SLE,FRA,7.96997247863766e-05
SLE,FSM,2.9719402254433327e-08
SLE,GAB,7.046987166599984e-08
SLE,GBR,2.9716378852039473e-05
SLE,GEO,4.6745622831710564e-07
SLE,GHA,2.40670308646749e-05
SLE,GIN,1.1990093675914084e-05
SLE,GMB,1.4607567761017295e-06
SLE,GNB,6.238085126883888e-08
SLE,GRC,2.0498301814613746e-05
SLE,GRD,5.6703457818686684e-08
SLE,GRL,3.646447803305176e-08
SLE,GTM,1.0377789525635446e-07
SLE,GUY,2.32494899554515e-07
SLE,HKG,2.0208147179462676e-06
SLE,HND,1.7534706803233674e-08
SLE,HRV,1.3694891590235815e-07
SLE,HUN,5.43566504999716e-07
SLE,IDN,2.9074072338597234e-06
SLE,IND,3.292444812883648e-05
SLE,IRL,3.1560882108062394e-06
SLE,IRN,1.420299088259521e-07
SLE,ISL,1.2053066900707552e-08
SLE,ISR,2.409283864921691e-07
SLE,ITA,3.632574914483697e-06
SLE,JAM,2.432268574115693e-07
SLE,JOR,1.1706232918699685e-07
SLE,JPN,2.534193651840527e-05
SLE,KAZ,3.2676588929429624e-06
SLE,KEN,1.0620270397832729e-06
SLE,KGZ,4.554969501371801e-09
SLE,KHM,8.420904083592162e-07
SLE,KIR,4.913777086637984e-08
SLE,KNA,1.1810756848312965e-08
SLE,KOR,1.8976073703196476e-05
SLE,KWT,6.764556499154913e-07
SLE,LAO,6.106780917789309e-08
SLE,LBN,3.225389985848999e-06
SLE,LBR,6.332006611411116e-06
SLE,LBY,4.498020557657868e-08
SLE,LCA,1.2713317872251899e-07
SLE,LKA,2.6527144599427007e-06
SLE,LSO,4.7651697554122596e-08
SLE,LTU,1.9020821067687573e-09
SLE,LUX,8.385234567272789e-07
SLE,LVA,2.299606861130257e-07
SLE,MAC,1.4587254353302836e-08
SLE,MAR,2.5122605800241805e-06
SLE,MDA,1.9928913914350814e-07
SLE,MDG,4.9677463967022715e-08
SLE,MDV,1.8241635907570595e-08
SLE,MEX,7.904226750783698e-06
SLE,MKD,3.36313311496665e-07
SLE,MLI,4.4996304704128134e-07
SLE,MLT,2.54592606733128e-07
SLE,MMR,4.0341283253017903e-07
SLE,MNE,7.581714413512149e-08
SLE,MNG,2.989788011790002e-08
SLE,MOZ,3.0426166184910406e-08
SLE,MRT,1.3913873561481254e-07
SLE,MSR,3.92272901329631e-10
SLE,MUS,8.293706236365636e-06
SLE,MWI,1.1488112552933508e-07
SLE,MYS,1.6991874625176905e-06
SLE,MYT,9.263947109664332e-08
SLE,NAM,1.4082584544457183e-06
SLE,NCL,3.8594809992632775e-07
SLE,NER,1.598834499800569e-06
SLE,NGA,1.4928278648914554e-05
SLE,NIC,3.841353974378387e-08
SLE,NLD,6.993068814847546e-05
SLE,NOR,1.913635868106955e-08
SLE,NPL,1.5800020895516472e-07
SLE,NZL,1.0381576752020448e-06
SLE,OMN,1.2406166568803812e-06
SLE,PAK,1.1938066590383757e-06
SLE,PER,3.3401902405969113e-07
SLE,PHL,2.8891382691862504e-07
SLE,PLW,4.419061446329139e-09
SLE,PNG,1.1355430177409479e-07
SLE,POL,1.816129915223875e-05
SLE,PRK,2.3748844723600934e-07
SLE,PRT,4.303473537506841e-06
SLE,PRY,1.9871208174042677e-07
SLE,PSE,1.4850653967931394e-06
SLE,PYF,1.0478815864639647e-07
SLE,QAT,1.1778749082356804e-06
SLE,ROU,0.0001040567620168623
SLE,RUS,2.066493816203722e-06
SLE,RWA,2.1641490550137314e-07
SLE,SAU,1.7729770855105536e-05
SLE,SCG,3.3594626514847556e-06
SLE,SDN,3.3561936797254483e-06
SLE,SEN,8.03372488948436e-06
SLE,SGP,4.372855304465692e-06
SLE,SLB,1.0984347580717592e-06
SLE,SLV,1.4473390865720165e-08
SLE,SOM,8.395441283781834e-05
SLE,SRB,1.03375110089952e-06
SLE,SUR,4.242980105410758e-08
SLE,SVK,3.489475576390474e-06
SLE,SVN,2.3404220942329776e-06
SLE,SWE,9.944546395578466e-07
SLE,SWZ,6.325104121940902e-07
SLE,SYC,3.4663333672035113e-07
SLE,SYR,1.834651530225085e-07
SLE,TCD,3.603884301519426e-07
SLE,TGO,2.7669145681157505e-07
SLE,THA,2.7789073861447373e-06
SLE,TON,3.773766217003611e-08
SLE,TTO,4.657124428312916e-08
SLE,TUN,2.0856577255397533e-07
SLE,TUR,2.5749575392557084e-05
SLE,TWN,1.4822346007706034e-06
SLE,TZA,3.499203852610528e-07
SLE,UGA,2.0548525359260506e-07
SLE,UKR,6.037314160093227e-06
SLE,URY,5.954417730524803e-07
SLE,USA,9.467461671232266e-05
SLE,UZB,2.1568702934844657e-09
SLE,VCT,2.8374466592731732e-08
SLE,VEN,4.449894916236625e-06
SLE,VNM,1.3308595523201751e-05
SLE,WSM,1.1879814537534179e-08
SLE,YEM,4.040032485398097e-09
SLE,ZAF,6.952915773280722e-06
SLE,ZMB,4.430906054985893e-07
SLE,ZWE,1.1330380210141292e-07
SLV,ABW,1.0509020266489226e-06
SLV,AFG,1.2487143804383751e-09
SLV,AGO,1.6500145067840113e-07
SLV,AIA,9.413982034465489e-08
SLV,ALB,5.73824800486123e-08
SLV,AND,2.1655235745422977e-07
SLV,ANT,3.1380733781056837e-06
SLV,ARE,2.165681795724995e-06
SLV,ARG,1.6878787519166968e-06
SLV,ARM,4.4728121361027683e-07
SLV,ATG,2.3415232567805462e-07
SLV,AUS,1.7836315328425806e-05
SLV,AUT,1.6181092652267697e-05
SLV,AZE,3.2586720396038436e-06
SLV,BDI,2.1569964262501667e-08
SLV,BEL,5.563697718230583e-05
SLV,BEN,8.684078747804487e-08
SLV,BFA,1.4770507242899637e-08
SLV,BGD,9.30334017428936e-07
SLV,BGR,2.7493123393306703e-06
SLV,BHR,1.8932134894250973e-07
SLV,BHS,2.5761931890236375e-06
SLV,BIH,7.994610022033869e-08
SLV,BLR,7.596585718853811e-06
SLV,BLZ,4.8652250598834186e-05
SLV,BMU,1.7812359491607643e-07
SLV,BOL,2.376925142843176e-06
SLV,BRA,2.168193720625898e-05
SLV,BRB,2.984388377771015e-06
SLV,BRN,1.8220824001229956e-08
SLV,BTN,7.77986898842818e-09
SLV,BWA,2.340234540294414e-07
SLV,CAN,0.00017970839162135185
SLV,CCK,7.750921518699835e-08
SLV,CHE,7.886203904771513e-06
SLV,CHL,3.669000531011636e-05
SLV,CHN,0.00011438451687085622
SLV,CIV,1.2868276029182854e-06
SLV,CMR,7.130178032217976e-08
SLV,COD,4.501426142331791e-08
SLV,COG,1.8773853112445314e-08
SLV,COL,2.64944381369478e-05
SLV,CPV,5.4198744890590716e-08
SLV,CRI,0.000659747977431813
SLV,CUB,2.2361982554083375e-05
SLV,CUW,1.904761671243306e-06
SLV,CYM,5.275895582221543e-07
SLV,CYP,1.315544925396642e-07
SLV,CZE,4.4192036130920155e-05
SLV,DEU,0.00035252956703772995
SLV,DMA,2.692943557196326e-07
SLV,DNK,3.50635304859716e-06
SLV,DOM,0.0002447586413577682
SLV,DZA,2.154085736095748e-06
SLV,ECU,1.865457894201222e-05
SLV,EGY,4.711602982977618e-06
SLV,ESP,0.00018114260547451104
SLV,EST,4.3388299076600187e-07
SLV,ETH,2.4768251537891825e-06
SLV,FIN,8.001205807071004e-06
SLV,FJI,1.4752567109349507e-08
SLV,FRA,5.042766393926266e-05
SLV,FSM,2.915029121559111e-07
SLV,GAB,1.2079554781504733e-07
SLV,GBR,7.068316752082924e-05
SLV,GEO,3.328446078845727e-07
SLV,GHA,5.843290831567897e-07
SLV,GIB,1.0155264298489362e-08
SLV,GIN,4.822145727575985e-08
SLV,GMB,3.210107266958812e-07
SLV,GNB,3.3185909054189673e-07
SLV,GRC,2.1565863434023207e-06
SLV,GRD,1.697125371988147e-07
SLV,GRL,5.6812720326975044e-08
SLV,GTM,0.002199499390615019
SLV,GUM,7.35725214746423e-08
SLV,GUY,4.234680569427642e-06
SLV,HKG,0.0001757674320844446
SLV,HND,0.001958533686125967
SLV,HRV,5.370893982818289e-07
SLV,HTI,1.8617343957301736e-05
SLV,HUN,2.3803947083625005e-07
SLV,IDN,2.0685657217462377e-05
SLV,IND,1.3939481561127027e-05
SLV,IRL,4.34603082725388e-06
SLV,IRN,6.436298563757245e-07
SLV,IRQ,2.0644275895023162e-07
SLV,ISL,3.257604136543037e-07
SLV,ISR,1.7727631769532016e-06
SLV,ITA,6.144994362842189e-05
SLV,JAM,4.345442236928787e-05
SLV,JOR,3.3308740925412136e-06
SLV,JPN,7.665164961268169e-05
SLV,KAZ,6.292814196987869e-06
SLV,KEN,2.0159142249687915e-07
SLV,KGZ,2.989779002306738e-08
SLV,KHM,1.3083003398405596e-06
SLV,KNA,5.672460758064974e-08
SLV,KOR,5.6183010314445045e-05
SLV,KWT,9.404497481148614e-07
SLV,LAO,6.807385364874658e-09
SLV,LBN,8.244143202398566e-07
SLV,LBR,1.544243450475457e-08
SLV,LBY,3.5095997438261297e-06
SLV,LCA,4.3532904166027593e-07
SLV,LKA,7.734849051030406e-06
SLV,LSO,2.8648535073633145e-08
SLV,LTU,3.775578744846731e-07
SLV,LUX,3.490331702537668e-07
SLV,LVA,2.9866872479665227e-07
SLV,MAC,2.4664217232741766e-07
SLV,MAR,3.5123156976035833e-06
SLV,MDA,6.373640010182587e-08
SLV,MDG,1.9067490190996886e-08
SLV,MEX,0.00027873063373135237
SLV,MKD,1.0005878056483238e-06
SLV,MLI,3.819184986206531e-06
SLV,MLT,1.4139325369107707e-08
SLV,MMR,3.0842244543553308e-06
SLV,MNE,1.1478857880412064e-08
SLV,MNG,6.184390408525038e-07
SLV,MNP,6.735489688425176e-09
SLV,MOZ,3.8669553976264084e-08
SLV,MRT,5.51810668698689e-08
SLV,MSR,3.096559397955769e-09
SLV,MUS,1.3899699487490747e-06
SLV,MWI,9.485183980703618e-09
SLV,MYS,1.0946433175009617e-05
SLV,MYT,3.597811008850931e-09
SLV,NAM,2.9019743803090733e-08
SLV,NCL,8.6327787500973e-08
SLV,NER,2.8473630971861303e-08
SLV,NGA,9.881504482484586e-07
SLV,NIC,0.0009120656109680309
SLV,NIU,5.638134626827815e-09
SLV,NLD,6.630613724556149e-05
SLV,NOR,6.824708741634649e-06
SLV,NPL,5.007895063080943e-08
SLV,NZL,8.721413707695367e-06
SLV,OMN,2.5055189164688023e-07
SLV,PAK,8.915382179479825e-07
SLV,PAN,0.0003413499900917773
SLV,PCN,9.149670823939366e-09
SLV,PER,1.298928986110873e-05
SLV,PHL,8.434793881084213e-07
SLV,PLW,1.2398850868393158e-09
SLV,PNG,4.2706977806735185e-08
SLV,POL,4.991286501344084e-06
SLV,PRK,4.931510736062403e-07
SLV,PRT,6.143824143404502e-06
SLV,PRY,1.227083982129003e-06
SLV,PSE,3.923044345210562e-09
SLV,PYF,1.0037665675715834e-07
SLV,QAT,6.658078856795423e-07
SLV,ROU,4.8256359935582595e-06
SLV,RUS,4.9581704982219654e-05
SLV,RWA,2.320011800102363e-06
SLV,SAU,8.722867652150472e-06
SLV,SCG,9.318720263169926e-08
SLV,SDN,6.282186452626197e-07
SLV,SEN,2.1368117437535126e-07
SLV,SGP,2.0678906749508026e-05
SLV,SLE,8.127314304827728e-08
SLV,SRB,3.3223572298027944e-07
SLV,STP,3.746143141315125e-10
SLV,SUR,9.815188288925882e-07
SLV,SVK,2.0663490645218114e-06
SLV,SVN,7.554611509349416e-07
SLV,SWE,1.304316392709873e-05
SLV,SWZ,5.881498788764333e-08
